Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-12-06,12:54:22,"""CNR2699927""",Completed,"""CID5103710""",Bike,"Keshav Puram, New Delhi, India","Narsinghpur, New Delhi, India",9.7,28.2,,,,,,,372.0,21.16,4.4,4.7,UPI,,,,
2024-11-24,17:11:16,"""CNR2253638""",Completed,"""CID6495637""",Auto,"New Delhi Railway Station, New Delhi, India","Aya Nagar, New Delhi, India",14.3,31.1,,,,,,,199.0,3.99,4.6,4.4,Credit Card,28.6410131,77.218765,,
2024-04-14,20:11:27,"""CNR6469974""",Completed,"""CID8953504""",Auto,"Pragati Maidan, New Delhi, India","Vatika Chowk, New Delhi, India",10.8,33.0,,,,,,,489.0,37.22,4.4,4.4,Debit Card,,,,
2024-05-14,16:53:15,"""CNR3097633""",Completed,"""CID3093930""",Auto,"Dilshad Garden, New Delhi, India","Welcome, New Delhi, India",5.6,37.9,,,,,,,398.0,37.11,4.2,4.3,UPI,28.6816931,77.3281381,,
2024-07-17,08:35:00,"""CNR4578447""",Completed,"""CID6164250""",Premier Sedan,"Jahangirpuri, New Delhi, India","Faridabad Sector 15, New Delhi, India",8.8,35.3,,,,,,,299.0,11.62,3.8,4.3,Credit Card,,,,
2024-12-30,07:25:43,"""CNR4218412""",Completed,"""CID4363579""",Go Sedan,"Maidan Garhi, New Delhi, India","Jor Bagh, New Delhi, India",9.7,43.4,,,,,,,969.0,37.51,4.1,4.5,Debit Card,,,28.5865094,77.2125273
2024-06-24,21:30:09,"""CNR4899932""",Completed,"""CID5008377""",Go Sedan,"IGNOU Road, New Delhi, India","Yamuna Bank, New Delhi, India",2.2,21.9,,,,,,,515.0,5.38,4.1,4.6,Uber Wallet,,,,
2024-07-18,16:05:12,"""CNR5206039""",Completed,"""CID6113515""",Go Mini,"Hero Honda Chowk, New Delhi, India","Keshav Puram, New Delhi, India",8.5,40.6,,,,,,,689.0,4.33,4.4,4.3,Debit Card,,,,
2024-06-22,15:19:22,"""CNR5793101""",Completed,"""CID8897602""",Go Sedan,"Malviya Nagar, New Delhi, India","Adarsh Nagar, New Delhi, India",13.0,43.7,,,,,,,1469.0,46.17,3.0,4.3,Cash,,,,
2024-11-24,20:01:50,"""CNR2729770""",Completed,"""CID3541957""",Bike,"Sonipat, New Delhi, India","Delhi Gate, New Delhi, India",3.9,34.3,,,,,,,496.0,34.9,4.2,4.6,UPI,,,28.6084297,77.140201
2024-07-27,11:48:17,"""CNR1861456""",Completed,"""CID1721777""",Go Sedan,"Peeragarhi, New Delhi, India","Vaishali, New Delhi, India",5.5,24.6,,,,,,,1133.0,21.19,4.6,4.3,Cash,,,,
2024-01-03,10:28:39,"""CNR8169400""",Completed,"""CID1745198""",Bike,"Basai Dhankot, New Delhi, India","Sultanpur, New Delhi, India",6.9,28.9,,,,,,,151.0,32.18,3.8,4.2,Cash,,,28.4993912,77.1618449
2024-10-25,11:23:50,"""CNR3798932""",Completed,"""CID4204144""",Auto,"IIT Delhi, New Delhi, India","MG Road, New Delhi, India",6.7,16.4,,,,,,,657.0,32.8,4.0,4.3,UPI,28.5449971,77.1891506,,
2024-05-29,22:18:28,"""CNR8807635""",Completed,"""CID5913560""",Go Mini,"Ghaziabad, New Delhi, India","Kaushambi, New Delhi, India",3.6,43.2,,,,,,,922.0,10.36,4.6,4.3,UPI,,,,
2024-06-12,03:00:49,"""CNR8900247""",Completed,"""CID7168638""",Go Mini,"Vidhan Sabha, New Delhi, India","Saket A Block, New Delhi, India",2.2,43.9,,,,,,,188.0,11.12,4.3,3.8,Cash,,,,
2024-01-14,16:39:18,"""CNR5056702""",Completed,"""CID5309028""",Go Mini,"Faridabad Sector 15, New Delhi, India","Basai Dhankot, New Delhi, India",13.3,36.3,,,,,,,1364.0,16.69,4.2,4.5,UPI,,,,
2024-06-30,22:32:32,"""CNR6082794""",Completed,"""CID8498979""",Go Mini,"Jahangirpuri, New Delhi, India","Karol Bagh, New Delhi, India",14.6,21.8,,,,,,,1409.0,15.62,4.6,4.6,UPI,28.6964486,77.1842968,,
2024-07-09,19:25:26,"""CNR7361779""",Completed,"""CID2510680""",Auto,"Karkarduma, New Delhi, India","New Delhi Railway Station, New Delhi, India",8.4,22.3,,,,,,,273.0,24.42,4.2,4.3,Credit Card,,,,
2024-05-14,02:14:53,"""CNR4953063""",Completed,"""CID6960221""",Go Mini,"Pulbangash, New Delhi, India","Mansarovar Park, New Delhi, India",5.4,40.4,,,,,,,410.0,23.21,4.3,4.3,Credit Card,,,,
2024-10-19,11:57:47,"""CNR3593942""",Completed,"""CID2311969""",Go Sedan,"Aya Nagar, New Delhi, India","Faridabad Sector 15, New Delhi, India",9.7,17.1,,,,,,,376.0,28.14,4.0,4.9,UPI,,,,
2024-11-15,18:57:02,"""CNR2270015""",Completed,"""CID7862007""",Auto,"Vasant Kunj, New Delhi, India","Vidhan Sabha, New Delhi, India",7.4,17.9,,,,,,,469.0,6.92,4.6,3.8,Debit Card,28.5292495,77.1541335,,
2024-01-07,09:39:45,"""CNR4703399""",Completed,"""CID6590085""",Bike,"AIIMS, New Delhi, India","Model Town, New Delhi, India",4.7,17.8,,,,,,,229.0,24.0,4.4,3.9,UPI,28.5693043,77.2074719,,
2024-08-26,18:28:21,"""CNR2887959""",Completed,"""CID1014650""",Go Mini,"Chirag Delhi, New Delhi, India","Udyog Bhawan, New Delhi, India",10.5,31.0,,,,,,,311.0,29.84,4.1,4.7,Uber Wallet,28.5874702,77.1693,28.612527,77.2122895
2024-10-09,07:55:57,"""CNR7616080""",Completed,"""CID5133031""",Auto,"Seelampur, New Delhi, India","Mandi House, New Delhi, India",7.2,18.7,,,,,,,91.0,21.14,4.2,4.5,Cash,,,,
2024-11-22,06:00:25,"""CNR5137793""",Completed,"""CID9337279""",Auto,"India Gate, New Delhi, India","Gurgaon Railway Station, New Delhi, India",8.7,21.5,,,,,,,730.0,18.85,4.0,4.2,Uber Wallet,,,,
2024-07-29,22:20:06,"""CNR7457553""",Completed,"""CID2757293""",Go Mini,"Noida Film City, New Delhi, India","Dilshad Garden, New Delhi, India",4.5,38.4,,,,,,,222.0,45.05,4.1,4.6,Uber Wallet,,,28.6816931,77.3281381
2024-06-28,16:06:33,"""CNR8984174""",Completed,"""CID2866546""",Go Mini,"Golf Course Road, New Delhi, India","DLF Phase 3, New Delhi, India",11.2,40.5,,,,,,,229.0,44.72,5.0,4.8,Credit Card,,,,
2024-09-04,15:17:26,"""CNR5159897""",Completed,"""CID7457520""",Go Mini,"Udyog Vihar, New Delhi, India","Mayur Vihar, New Delhi, India",5.8,22.8,,,,,,,356.0,3.62,4.8,4.9,UPI,,,,
2024-07-13,10:15:42,"""CNR3342686""",Completed,"""CID4586386""",Go Mini,"Connaught Place, New Delhi, India","Gurgaon Railway Station, New Delhi, India",5.9,20.7,,,,,,,599.0,21.11,3.7,4.9,Credit Card,,,,
2024-05-21,16:38:53,"""CNR2782312""",Completed,"""CID3461996""",Auto,"Mandi House, New Delhi, India","Tughlakabad, New Delhi, India",10.3,26.3,,,,,,,435.0,20.39,4.9,4.3,UPI,,,28.5134295,77.2426602
2024-07-28,07:13:38,"""CNR8600094""",Completed,"""CID6558553""",Go Mini,"Keshav Puram, New Delhi, India","Paschim Vihar, New Delhi, India",4.3,41.4,,,,,,,289.0,27.18,4.5,5.0,Uber Wallet,,,,
2024-06-26,17:21:35,"""CNR9870207""",Completed,"""CID7792888""",Bike,"Chandni Chowk, New Delhi, India","Mayur Vihar, New Delhi, India",4.7,16.1,,,,,,,387.0,29.53,4.3,4.8,Cash,,,,
2024-10-04,12:28:45,"""CNR6468829""",Completed,"""CID4314609""",Auto,"Noida Film City, New Delhi, India","Golf Course Road, New Delhi, India",4.4,27.2,,,,,,,452.0,13.3,4.1,4.3,Debit Card,,,,
2024-04-27,19:30:32,"""CNR7339348""",Completed,"""CID1542362""",Auto,"IGI Airport, New Delhi, India","Lok Kalyan Marg, New Delhi, India",14.3,42.7,,,,,,,936.0,27.64,3.9,4.7,Cash,28.5564626,77.0866995,,
2024-02-11,15:32:06,"""CNR4526537""",Completed,"""CID2055808""",Go Sedan,"Chirag Delhi, New Delhi, India","Saket, New Delhi, India",3.5,43.6,,,,,,,301.0,15.24,4.4,4.9,Uber Wallet,28.5874702,77.1693,28.5234897,77.209631
2024-07-07,03:47:00,"""CNR9584002""",Completed,"""CID6237862""",Premier Sedan,"South Extension, New Delhi, India","Chhatarpur, New Delhi, India",7.2,30.9,,,,,,,262.0,38.69,4.4,4.6,Credit Card,,,28.5033155,77.1787621
2024-04-19,08:55:59,"""CNR4302846""",Completed,"""CID4554027""",Bike,"Ghitorni Village, New Delhi, India","Hero Honda Chowk, New Delhi, India",12.0,33.7,,,,,,,404.0,36.84,5.0,3.8,UPI,,,,
2024-07-11,11:42:25,"""CNR8929081""",Completed,"""CID8690509""",Auto,"Vasant Kunj, New Delhi, India","Gurgaon Sector 29, New Delhi, India",6.0,41.3,,,,,,,655.0,4.38,4.7,4.6,UPI,,,,
2024-10-03,10:22:53,"""CNR7047786""",Completed,"""CID4736824""",Go Sedan,"Connaught Place, New Delhi, India","Paharganj, New Delhi, India",3.9,36.5,,,,,,,720.0,47.71,4.3,5.0,UPI,,,28.6337722,77.216499
2024-10-25,23:13:49,"""CNR8031635""",Completed,"""CID6545583""",Auto,"Vaishali, New Delhi, India","Govindpuri, New Delhi, India",13.8,36.1,,,,,,,408.0,31.94,4.2,4.3,UPI,,,28.539116,77.2642672
2024-08-20,05:56:25,"""CNR6033622""",Completed,"""CID6296199""",Go Sedan,"IGNOU Road, New Delhi, India","Peeragarhi, New Delhi, India",2.6,26.8,,,,,,,387.0,26.93,3.9,5.0,UPI,,,,
2024-08-08,20:36:07,"""CNR3980037""",Completed,"""CID8263224""",Go Sedan,"Subhash Chowk, New Delhi, India","IGNOU Road, New Delhi, India",10.2,41.2,,,,,,,540.0,16.67,4.4,4.3,Cash,,,,
2024-06-23,16:15:10,"""CNR1885682""",Completed,"""CID4997210""",Auto,"Bhikaji Cama Place, New Delhi, India","Ramesh Nagar, New Delhi, India",10.5,18.0,,,,,,,133.0,43.35,4.6,4.2,UPI,,,,
2024-03-20,11:24:21,"""CNR3992133""",Completed,"""CID2090772""",Go Sedan,"Moti Nagar, New Delhi, India","Ghaziabad, New Delhi, India",8.8,34.9,,,,,,,974.0,3.35,3.8,4.1,UPI,,,,
2024-03-22,02:48:37,"""CNR1152165""",Completed,"""CID7766020""",Bike,"Sohna Road, New Delhi, India","Kadarpur, New Delhi, India",6.8,28.6,,,,,,,443.0,22.47,4.3,4.3,Credit Card,,,,
2024-04-15,11:59:27,"""CNR5057351""",Completed,"""CID3538902""",Auto,"Aya Nagar, New Delhi, India","Meerut, New Delhi, India",10.5,34.7,,,,,,,801.0,23.26,4.4,4.6,UPI,,,28.6314054,77.3302404
2024-02-06,18:01:42,"""CNR5747692""",Completed,"""CID3369417""",Premier Sedan,"Vishwavidyalaya, New Delhi, India","Jama Masjid, New Delhi, India",10.5,34.6,,,,,,,312.0,13.84,4.5,4.2,Credit Card,,,28.595544,77.1213161
2024-07-24,21:20:31,"""CNR8590655""",Completed,"""CID4483622""",Premier Sedan,"Kaushambi, New Delhi, India","Ghitorni, New Delhi, India",11.2,15.4,,,,,,,423.0,5.94,3.8,4.9,UPI,,,28.4931214,77.1424868
2024-10-23,09:20:34,"""CNR7180573""",Completed,"""CID7972974""",Auto,"Adarsh Nagar, New Delhi, India","Dilshad Garden, New Delhi, India",3.6,40.5,,,,,,,620.0,19.14,4.3,4.2,Credit Card,,,28.6816931,77.3281381
2024-05-14,13:47:36,"""CNR6459285""",Completed,"""CID8842982""",eBike,"Panchsheel Park, New Delhi, India","Nirman Vihar, New Delhi, India",9.1,21.8,,,,,,,385.0,35.07,4.9,4.6,Cash,,,,
2024-10-15,06:39:58,"""CNR7456273""",Completed,"""CID4596593""",eBike,"Tughlakabad, New Delhi, India","Udyog Bhawan, New Delhi, India",6.2,38.6,,,,,,,200.0,10.47,4.6,4.6,UPI,,,28.612527,77.2122895
2024-03-24,11:36:17,"""CNR2300946""",Completed,"""CID2642284""",Go Mini,"Bahadurgarh, New Delhi, India","Preet Vihar, New Delhi, India",14.3,30.6,,,,,,,307.0,18.16,4.3,4.4,UPI,,,,
2024-04-22,19:16:16,"""CNR1986463""",Completed,"""CID9734574""",Bike,"Chhatarpur, New Delhi, India","Greater Kailash, New Delhi, India",8.4,16.3,,,,,,,495.0,23.22,4.7,4.6,UPI,,,,
2024-12-07,12:21:54,"""CNR9148106""",Completed,"""CID4853051""",Go Mini,"South Extension, New Delhi, India","Udyog Vihar Phase 4, New Delhi, India",6.3,23.1,,,,,,,326.0,23.77,4.8,4.7,UPI,,,,
2024-09-19,09:32:51,"""CNR3568157""",Completed,"""CID4645124""",Go Mini,"Subhash Nagar, New Delhi, India","Saket, New Delhi, India",4.0,19.6,,,,,,,918.0,43.76,4.6,4.4,UPI,,,28.5234897,77.209631
2024-01-31,17:41:07,"""CNR9640151""",Completed,"""CID7855695""",Auto,"Mundka, New Delhi, India","Chanakyapuri, New Delhi, India",2.3,15.3,,,,,,,733.0,30.54,3.7,4.7,Uber Wallet,,,28.5946775,77.1885212
2024-03-03,16:31:10,"""CNR9443038""",Completed,"""CID6723208""",eBike,"Raj Nagar Extension, New Delhi, India","Ghitorni Village, New Delhi, India",8.6,31.9,,,,,,,370.0,30.43,3.4,4.3,Cash,,,,
2024-03-16,09:01:32,"""CNR9843765""",Completed,"""CID9643858""",Go Mini,"Karol Bagh, New Delhi, India","Sonipat, New Delhi, India",8.8,28.2,,,,,,,269.0,21.4,4.2,4.2,Debit Card,,,,
2024-03-31,21:46:56,"""CNR7383582""",Completed,"""CID4208531""",eBike,"Jahangirpuri, New Delhi, India","Vatika Chowk, New Delhi, India",11.9,44.1,,,,,,,119.0,21.67,4.8,4.6,UPI,,,,
2024-12-14,16:20:32,"""CNR2553509""",Completed,"""CID3771137""",Premier Sedan,"Sohna Road, New Delhi, India","Noida Extension, New Delhi, India",2.2,28.2,,,,,,,1419.0,38.81,4.3,3.2,Credit Card,,,,
2024-10-17,17:25:50,"""CNR6063003""",Completed,"""CID4135896""",Auto,"Khan Market, New Delhi, India","IGI Airport, New Delhi, India",3.1,29.6,,,,,,,718.0,49.82,4.7,4.9,Credit Card,,,28.5564626,77.0866995
2024-06-14,18:52:38,"""CNR1544266""",Completed,"""CID5473965""",Auto,"IGI Airport, New Delhi, India","New Colony, New Delhi, India",5.7,18.3,,,,,,,244.0,8.5,4.0,4.4,Cash,28.5564626,77.0866995,,
2024-12-15,13:00:16,"""CNR1633843""",Completed,"""CID2224846""",Go Sedan,"Nehru Place, New Delhi, India","Khandsa, New Delhi, India",10.4,38.0,,,,,,,528.0,12.2,4.8,4.9,Cash,,,,
2024-02-09,17:23:38,"""CNR2632648""",Completed,"""CID6844600""",Bike,"Pulbangash, New Delhi, India","Basai Dhankot, New Delhi, India",10.2,29.8,,,,,,,278.0,9.61,5.0,3.8,UPI,,,,
2024-10-15,08:28:31,"""CNR6030582""",Completed,"""CID2657892""",Uber XL,"Patel Chowk, New Delhi, India","Shivaji Park, New Delhi, India",14.5,38.5,,,,,,,498.0,26.7,4.2,3.8,Debit Card,,,28.6386524,77.224141
2024-02-26,15:26:25,"""CNR3110631""",Completed,"""CID2607969""",Uber XL,"Model Town, New Delhi, India","Madipur, New Delhi, India",6.8,36.1,,,,,,,237.0,43.47,4.9,4.6,UPI,,,,
2024-10-09,12:23:46,"""CNR2698156""",Completed,"""CID9683745""",eBike,"Chirag Delhi, New Delhi, India","Mayur Vihar, New Delhi, India",10.6,28.8,,,,,,,502.0,4.74,4.2,4.8,UPI,,,,
2024-07-06,16:52:37,"""CNR9546662""",Completed,"""CID2793922""",Go Sedan,"Khandsa, New Delhi, India","Madipur, New Delhi, India",12.1,28.4,,,,,,,115.0,20.1,3.8,4.6,Cash,,,,
2024-03-27,10:34:01,"""CNR6273713""",Completed,"""CID2837692""",Go Mini,"Maidan Garhi, New Delhi, India","IMT Manesar, New Delhi, India",2.2,38.8,,,,,,,203.0,46.01,4.3,3.7,Debit Card,,,,
2024-10-17,16:54:57,"""CNR4589580""",Completed,"""CID4108210""",Bike,"Raj Nagar Extension, New Delhi, India","Golf Course Road, New Delhi, India",4.3,17.3,,,,,,,184.0,32.38,4.3,4.5,Credit Card,,,,
2024-05-06,09:51:50,"""CNR1441397""",Completed,"""CID9076919""",Go Sedan,"Kherki Daula Toll, New Delhi, India","India Gate, New Delhi, India",13.1,34.8,,,,,,,250.0,12.67,4.3,5.0,Debit Card,,,,
2024-06-21,20:57:36,"""CNR1776378""",Completed,"""CID9964778""",Go Mini,"Saket A Block, New Delhi, India","Gurgaon Sector 29, New Delhi, India",3.7,17.3,,,,,,,408.0,26.84,5.0,4.6,UPI,,,,
2024-04-20,18:44:29,"""CNR7452822""",Completed,"""CID1371054""",Go Mini,"South Extension, New Delhi, India","Cyber Hub, New Delhi, India",12.5,15.1,,,,,,,407.0,4.19,4.6,4.6,Credit Card,,,,
2024-09-19,14:43:10,"""CNR2528484""",Completed,"""CID3744662""",Go Sedan,"Sohna Road, New Delhi, India","Ambience Mall, New Delhi, India",5.9,42.9,,,,,,,946.0,37.58,3.1,4.5,Credit Card,,,28.5412453,77.1551082
2024-09-15,12:58:03,"""CNR1616150""",Completed,"""CID4767643""",Go Mini,"Netaji Subhash Place, New Delhi, India","Kalkaji, New Delhi, India",6.0,28.6,,,,,,,835.0,19.29,4.6,4.1,UPI,,,28.5435234,77.247977
2024-04-03,16:34:25,"""CNR8942735""",Completed,"""CID3496930""",Premier Sedan,"Rithala, New Delhi, India","Vatika Chowk, New Delhi, India",4.7,40.4,,,,,,,451.0,5.19,4.2,4.3,UPI,,,,
2024-10-26,17:46:50,"""CNR1235110""",Completed,"""CID8198964""",Go Sedan,"MG Road, New Delhi, India","Adarsh Nagar, New Delhi, India",8.5,41.4,,,,,,,851.0,37.7,4.1,4.9,Cash,,,28.6306394,77.1804675
2024-10-05,12:42:40,"""CNR7972190""",Completed,"""CID2669418""",Auto,"Botanical Garden, New Delhi, India","IGNOU Road, New Delhi, India",12.3,35.6,,,,,,,483.0,6.32,4.1,4.3,UPI,,,,
2024-08-04,22:12:58,"""CNR9015304""",Completed,"""CID4488148""",Go Mini,"Karkarduma, New Delhi, India","Noida Extension, New Delhi, India",8.3,25.5,,,,,,,166.0,13.57,5.0,4.9,Cash,,,,
2024-06-17,05:54:05,"""CNR5263960""",Completed,"""CID5428503""",Auto,"IGNOU Road, New Delhi, India","Jasola, New Delhi, India",10.6,33.5,,,,,,,147.0,39.53,4.3,4.3,Credit Card,,,,
2024-05-10,16:36:11,"""CNR9274230""",Completed,"""CID8371458""",Go Sedan,"Dilshad Garden, New Delhi, India","Model Town, New Delhi, India",9.6,17.1,,,,,,,97.0,43.39,3.6,4.6,UPI,28.6816931,77.3281381,,
2024-11-07,10:00:18,"""CNR2662214""",Completed,"""CID2992269""",Auto,"Ambience Mall, New Delhi, India","Jasola, New Delhi, India",4.9,33.5,,,,,,,76.0,45.93,4.6,4.9,Cash,,,,
2024-08-24,17:36:56,"""CNR9436806""",Completed,"""CID1042044""",Bike,"DLF City Court, New Delhi, India","Huda City Centre, New Delhi, India",7.1,38.2,,,,,,,83.0,12.32,3.9,4.5,UPI,,,,
2024-05-15,06:53:38,"""CNR5209541""",Completed,"""CID1904285""",Go Mini,"Connaught Place, New Delhi, India","Civil Lines Gurgaon, New Delhi, India",10.2,18.1,,,,,,,448.0,33.1,3.9,4.3,Uber Wallet,,,,
2024-03-14,16:00:12,"""CNR3705029""",Completed,"""CID8500340""",Premier Sedan,"Sikanderpur, New Delhi, India","IIT Delhi, New Delhi, India",2.0,39.8,,,,,,,105.0,25.76,4.3,4.7,UPI,,,28.5449971,77.1891506
2024-07-27,15:08:57,"""CNR4899194""",Completed,"""CID5533485""",Auto,"Cyber Hub, New Delhi, India","DLF City Court, New Delhi, India",10.6,31.6,,,,,,,517.0,9.47,4.5,4.6,Cash,,,,
2024-02-08,22:34:45,"""CNR3806415""",Completed,"""CID5717498""",Premier Sedan,"Akshardham, New Delhi, India","Moolchand, New Delhi, India",2.2,20.6,,,,,,,189.0,9.3,4.9,4.3,UPI,28.5838692,77.0437467,28.566845,77.2355685
2024-04-04,16:59:53,"""CNR8600306""",Completed,"""CID5316000""",Go Mini,"Indirapuram, New Delhi, India","Subhash Chowk, New Delhi, India",7.6,36.9,,,,,,,283.0,29.53,4.7,4.2,UPI,,,,
2024-10-05,21:55:01,"""CNR9644201""",Completed,"""CID5754957""",eBike,"Seelampur, New Delhi, India","Noida Sector 62, New Delhi, India",9.3,29.0,,,,,,,738.0,15.06,3.7,4.2,UPI,,,,
2024-11-09,20:24:46,"""CNR5298215""",Completed,"""CID9643053""",Go Sedan,"IIT Delhi, New Delhi, India","Meerut, New Delhi, India",10.4,39.6,,,,,,,489.0,11.35,4.7,3.1,Cash,,,28.6314054,77.3302404
2024-08-18,03:49:22,"""CNR4325517""",Completed,"""CID6260320""",Auto,"Faridabad Sector 15, New Delhi, India","Nirman Vihar, New Delhi, India",3.9,20.1,,,,,,,797.0,35.38,4.3,4.6,Cash,,,,
2024-03-31,16:31:36,"""CNR5278923""",Completed,"""CID9918959""",Auto,"Samaypur Badli, New Delhi, India","Ardee City, New Delhi, India",6.5,28.7,,,,,,,556.0,11.0,3.7,4.3,UPI,,,,
2024-05-16,18:27:36,"""CNR7628754""",Completed,"""CID9174590""",Premier Sedan,"Sushant Lok, New Delhi, India","Karol Bagh, New Delhi, India",13.7,33.9,,,,,,,145.0,4.78,4.1,4.5,Uber Wallet,,,28.6539198,77.191078
2024-12-02,11:10:43,"""CNR4693174""",Completed,"""CID6807503""",Go Mini,"Rajiv Nagar, New Delhi, India","Vidhan Sabha, New Delhi, India",11.4,43.7,,,,,,,650.0,21.41,3.1,5.0,Debit Card,,,,
2024-01-11,20:12:47,"""CNR8749575""",Completed,"""CID4306932""",Go Mini,"Narsinghpur, New Delhi, India","Chhatarpur, New Delhi, India",3.8,31.5,,,,,,,53.0,12.87,4.6,4.4,UPI,,,28.5033155,77.1787621
2024-02-19,15:51:35,"""CNR1327704""",Completed,"""CID1296630""",eBike,"Ardee City, New Delhi, India","Greater Kailash, New Delhi, India",11.9,30.8,,,,,,,211.0,39.78,4.3,4.8,UPI,,,,
2024-11-26,12:08:30,"""CNR8657714""",Completed,"""CID9500614""",Bike,"Bhikaji Cama Place, New Delhi, India","Hauz Khas, New Delhi, India",2.5,30.3,,,,,,,71.0,29.78,4.8,4.8,UPI,,,28.5575846,77.1878212
2024-05-05,12:46:06,"""CNR8475117""",Completed,"""CID2202744""",eBike,"Govindpuri, New Delhi, India","Udyog Vihar Phase 4, New Delhi, India",8.1,38.3,,,,,,,78.0,14.1,3.1,4.2,Credit Card,,,,
2024-03-26,15:54:11,"""CNR7908610""",Completed,"""CID7755899""",Uber XL,"Satguru Ram Singh Marg, New Delhi, India","Bahadurgarh, New Delhi, India",9.0,22.7,,,,,,,707.0,34.64,3.8,4.8,Cash,28.6188228,77.1131431,,
2024-06-01,05:58:51,"""CNR1098905""",Completed,"""CID4418972""",Go Mini,"Sonipat, New Delhi, India","Ramesh Nagar, New Delhi, India",3.5,17.5,,,,,,,876.0,35.12,4.9,4.6,UPI,,,28.6344838,77.2704664
2024-08-24,20:33:56,"""CNR9512009""",Completed,"""CID6335727""",Go Sedan,"Vatika Chowk, New Delhi, India","Barakhamba Road, New Delhi, India",3.4,26.2,,,,,,,1142.0,38.92,4.6,4.5,Credit Card,,,28.6274707,77.2290488
2024-04-22,16:05:53,"""CNR9297119""",Completed,"""CID9536051""",Go Sedan,"Vishwavidyalaya, New Delhi, India","Shahdara, New Delhi, India",7.9,32.0,,,,,,,350.0,2.82,4.4,4.4,UPI,,,28.6816931,77.3281381
2024-09-27,07:35:33,"""CNR1490844""",Completed,"""CID9600076""",Go Sedan,"Gurgaon Sector 29, New Delhi, India","Panipat, New Delhi, India",9.7,20.6,,,,,,,89.0,25.47,3.8,3.9,UPI,,,,
2024-07-15,03:22:16,"""CNR6244027""",Completed,"""CID9525361""",Go Sedan,"Laxmi Nagar, New Delhi, India","Old Gurgaon, New Delhi, India",10.6,37.6,,,,,,,626.0,40.57,4.1,4.2,Cash,,,28.5337309,77.089943
2024-11-21,11:40:13,"""CNR6199912""",Completed,"""CID1675965""",Go Mini,"Rajouri Garden, New Delhi, India","Tilak Nagar, New Delhi, India",12.5,39.2,,,,,,,411.0,10.52,4.5,4.3,Cash,,,,
2024-03-06,22:03:34,"""CNR9949136""",Completed,"""CID7803214""",Go Mini,"Malviya Nagar, New Delhi, India","Yamuna Bank, New Delhi, India",8.5,32.7,,,,,,,485.0,44.8,3.9,4.4,Debit Card,,,,
2024-01-25,05:55:31,"""CNR2681416""",Completed,"""CID9775434""",Go Sedan,"Cyber Hub, New Delhi, India","Palam Vihar, New Delhi, India",14.1,18.7,,,,,,,326.0,18.25,4.5,4.8,UPI,,,28.570786,77.1634244
2024-01-19,21:59:13,"""CNR8973129""",Completed,"""CID5357541""",Bike,"Pulbangash, New Delhi, India","Bhiwadi, New Delhi, India",5.6,31.8,,,,,,,162.0,26.98,5.0,4.7,Cash,,,,
2024-10-05,19:46:45,"""CNR9803421""",Completed,"""CID9934824""",Premier Sedan,"Vinobapuri, New Delhi, India","RK Puram, New Delhi, India",14.2,21.5,,,,,,,414.0,25.75,4.2,4.7,Uber Wallet,,,,
2024-04-27,15:30:19,"""CNR6723491""",Completed,"""CID7482291""",Auto,"Uttam Nagar, New Delhi, India","Vasant Kunj, New Delhi, India",8.5,39.5,,,,,,,437.0,4.66,4.5,4.5,Cash,,,28.5292495,77.1541335
2024-04-04,07:06:02,"""CNR9356428""",Completed,"""CID9997540""",Go Sedan,"Jama Masjid, New Delhi, India","Malviya Nagar, New Delhi, India",6.3,38.6,,,,,,,780.0,20.95,3.8,5.0,Cash,28.595544,77.1213161,,
2024-12-13,09:36:58,"""CNR2909264""",Completed,"""CID6018737""",Go Sedan,"Vatika Chowk, New Delhi, India","Sushant Lok, New Delhi, India",7.3,15.9,,,,,,,155.0,39.67,4.7,5.0,Uber Wallet,,,,
2024-04-24,09:39:31,"""CNR1856150""",Completed,"""CID4010045""",eBike,"Keshav Puram, New Delhi, India","Sohna Road, New Delhi, India",3.7,44.1,,,,,,,75.0,40.57,4.8,4.8,UPI,,,,
2024-10-24,12:59:08,"""CNR7885314""",Completed,"""CID5099394""",Auto,"Satguru Ram Singh Marg, New Delhi, India","Rohini West, New Delhi, India",5.9,42.2,,,,,,,248.0,14.04,4.3,4.4,UPI,,,28.7194201,77.1096302
2024-03-23,19:02:53,"""CNR2169602""",Completed,"""CID1254919""",Auto,"DLF Phase 3, New Delhi, India","Gwal Pahari, New Delhi, India",4.8,30.9,,,,,,,559.0,23.32,4.2,4.9,UPI,,,,
2024-01-26,14:13:11,"""CNR9617324""",Completed,"""CID7204159""",Auto,"Meerut, New Delhi, India","ITO, New Delhi, India",2.1,38.2,,,,,,,896.0,42.5,4.9,3.7,UPI,,,28.6281909,77.2410437
2024-04-18,21:22:31,"""CNR5612500""",Completed,"""CID6464086""",Bike,"Chhatarpur, New Delhi, India","Sohna Road, New Delhi, India",13.5,25.3,,,,,,,258.0,6.6,4.2,4.2,Cash,28.5033155,77.1787621,,
